start	end	text
513132	515508	I never even kissed a boy until I was twenty.
516716	517843	Of course he's dead now.
519477	523864	Look, here's a chapter on communicating your needs to your love partner.
524645	526628	What kind of filth are you reading?
526868	528450	It's Aunt Payee's sex headbook.
528791	529412	Say what?
529852	530834	Let me take a look at that.
531595	532737	What in the hell?
533418	535341	That is the inside of a womb.
535942	536763	A woman's womb.
537584	540328	My boy is not going to look at the inside of a womb.
540729	542752	He's only been out of yours for 11 years.
543212	544995	I think I need some water.
545262	547686	You want my Chandler or my Ross?
548107	549950	Can I shoot him full of BB's?
550511	550952	Okay.
551413	552174	Then Ross.
553797	554979	You sure you don't want him?
555500	555701	Uh huh.
556121	557965	I'm not gonna need my toys anymore.
558345	561030	After I learn sex ed, I'll be too busy dating.
561711	562112	Who?
563294	563855	I don't know.
564817	566680	Whoever wants to have sex with me.
567925	569026	Well, what do you think?
569407	570769	A few more inches?
570789	571449	Might as well.
571650	572611	Just gonna keep growing.
573112	575134	Well, so much for my phone call.
575154	576075	What are you talking about?
576276	580020	They found some other deep-fraved harlot to teach that six-ed class.
580661	581422	Uh, Dale?
581482	582604	Don't worry, Hank.
582624	585568	I know people who can take care of this woman if you know what I mean.
585868	587350	That woman is my wife.
587951	589833	I thought Peggy was your wife.
589853	593798	Dale, I think he's saying Peggy's the new sex teacher.
600865	601606	Yeah, what?
602327	602847	Nothing.
602867	604649	I wouldn't say nothing at all, Hank.
604769	607492	You did nothing wrong with a little sexual education?
607772	608493	No, sir.
608833	612377	I bet Peggy'll be introducing some new ideas into the bedroom.
612718	613338	Dale!
613358	616421	I'm just saying a woman who knows is the toughest customer.
616962	618544	Maybe you ought to hit the books, too.
618804	620706	What the hell is wrong with you all?
620886	622808	What nothing, Hank, just think.
623289	627433	You'll be married to a woman who knows everything about sex.
627453	629235	I've never been with a woman like that.
630143	632150	Except, of course, a bar girl.
632190	638129	Of course, I don't mean that Peggy's a bar girl or nothing like that.
638150	643427	I mean, she just knows, you know, what a bar girl knows.
646580	648983	You know, there's a funny thing happening down at school.
649624	658174	They want me to teach this sex ed stuff to our kids class, you know, but I just don't know if I can overcome the crippling sense of shame that I got from my mother.
658534	659195	Phew!
659215	660857	Well, we knew you wouldn't.
660877	668226	Yeah, I've been telling people Peggy Hill is not one of those teachers that puts all that intellectual hooey above common decency.
669547	669688	Mm-hmm.
669708	669988	Well...
670610	673955	Well, sometimes a little intellectual hooey is a good thing.
674416	679404	Look, we all grew up not knowing the real words for your dinky and your woohoo, and we turned out fine.
679785	681367	I learned about sex from my mother.
681387	684893	She gave me that wonderful book, The Loveliness of Woman.
685033	686115	That book is worthless.
686375	687517	Well, I got a lot out of it.
687938	694929	When my husband would crawl all over me at night and do his business, well, I would just close my eyes and think of them pretty flowers.
695590	696972	Oh, Bonnie, you poor, poor woman.
699736	702722	Hey Bobby, your mom's gonna teach sex ed.
703183	703864	Yeah, I know.
705808	707311	We're gonna get to see your boobs.
709335	709696	So?
710438	711159	Bobby, you're up!
714887	716530	Your dad lost his job.
719632	720313	Run, run!
720353	721114	Come on, run!
722055	723658	Don't stop at first bite, son!
723678	724659	Go on the way, Bobby!
724859	725761	Go on the way, honey!
725921	735034	Yeah, yeah, go all the way, you perv!
735054	735274	Hello?
735775	743426	You don't know who I am, but I know where you live, and if you teach that six-head class, so help me out.
743446	743586	Dale?
744207	744848	Is that you?
745569	748373	Oh, hey, uh, can I speak with Peggy?
748555	749836	Uh, Peggy, it's for you.
750177	750717	It's Dale.
752038	752979	Yellow, Dale.
752999	756743	You don't know who I am, but I know where you live.
758744	760286	Boy, you should have heard Bonnie today.
760646	763629	That woman has got one awful love life.
763649	765371	Uh-huh.
765391	766171	Oh, my God.
767473	768253	Hi, Aunt Coney.
768774	771536	Would you like to rub some pretty feet and hands on my back?
772057	774459	Uh, isn't that just for your feet and hands?
774919	775700	Well, mainly.
776181	777702	But you could use it everywhere.
777766	778507	I'll pass.
779107	781150	Well, how about if I put a little on your elbows?
781650	783472	It'll moisturize and exfoliate.
783773	785114	My elbows are fine.
785134	787016	You never complained about them before.
787056	789459	It's just that it's so nice and cooling.
789879	791461	It makes your elbows smooth.
791842	792102	What?
792582	796166	Where in the hell are my elbows gonna be that they need to be smooth?
796447	800631	Well, honey, I just thought it would be nice, you know, for later, for us to be all smooth.
801452	803875	I don't mean to be rude or nothing, but I'll pass.
805289	810158	Look, Hank Hill, I did not ask to teach this class, but I am a substitute teacher.
810759	819235	That means I have to be prepared to go wherever they need teachers most, at any hour of the day or night, and teach anything from gym to home ec.
819896	821079	I took an oath, darn it.
821379	821860	Excuse me.
822281	826048	And if I start to pick and choose, the whole system just breaks down.
826028	831134	Yeah, well, you weren't too proud to pick and choose when you had those Randy Travis tickets.
831654	835819	Oh, no, those poor little kids never did get to make their clay ash trays.
836219	842586	Well, they're damn sure gonna know the 18 stages of arousal, because Peggy Hill is gonna teach that class.
848433	852998	This is a diagram of a woman's...
853855	857084	Come on Aunt Peggy, you can do it!
857505	869637	A woman's the... This is a man's...
885715	887037	Well, what do you think?
888339	892945	Mm-hmm, nice and clean, but I think old Sigmund Freud might have a thing or two to say about it.
893285	894647	What?
894667	895308	Oh, no!
897671	898132	Happiness.
899514	900615	Happiness.
902177	905021	Happiness.
905041	909107	Happiness.
910949	911330	I did it.
912752	913613	Overease.
914605	915727	You villa.
917109	917509	Urus.
918631	922416	Vagina!
922436	924519	Hey Hank, I just said- I heard you.
924740	926723	The whole neighborhood can hear you cussing.
926963	929787	It's not cussing Hank to say the name of a God-given body part.
929947	934514	Well it is if it's a part of the body that was meant to be concealed by an undergarment.
934534	937538	You're dealing with organs that people just don't want to know about.
937799	939501	Well Bobby ought to know about them.
939521	942165	We don't want him growing up as repressed as we did.
942145	942926	Sure we do.
943046	944689	I'm drawing the line here, Peggy.
945009	947553	My son is not going to learn this crazy crap.
947933	952179	It says right here he can't take the class without permission of both his parents.
952420	953561	Now, just hold on.
953842	956666	Are you saying I am not good enough to teach my own son?
957046	960151	If you do not approve, you do not have to sign.
960211	961272	And I do not approve.
961433	962434	Permission denied.
962454	966600	This damn strapping tape.
974714	975495	Come on, Bobby.
975715	976977	You're coming to work with me.
993260	998708	Uh, no, Mr. Hudson, we don't recommend using propane to fill party balloons.
999889	1003995	Well, yeah, it is a gas, but it's in a liquid state.
1004431	1007515	Well, okay, but you might want to blow out those candles.
1008336	1009778	Look, I'm gonna have to call you back.
1010078	1012100	Bobby, hey, that's my work.
1012120	1013702	Now just sit still, okay?
1015404	1017687	What do you think mom's telling all those guys?
1018148	1018688	I don't know.
1018829	1020090	I don't want to know.
1020571	1022052	Just try not to think about it.
1023274	1023694	Okay.
1026538	1028560	What do you think mom's saying to him?
1028600	1030142	I said not to think about it.
1030643	1032045	Think about something else.
1032786	1033206	Okay.
1035818	1038543	Dad, do you ever have sex anymore?
1039726	1044535	Uh... Well, uh... Come on, Bobby.
1044595	1046399	Can't you think of something pleasant?
1049244	1057641	What do you think mom's telling all those guys?
1063544	1064365	Good morning class.
1064866	1067670	Today we're gonna discuss the subject of human relations.
1068411	1073678	Otherwise known as... Human relations.
1073698	1075000	I am your substitute teacher.
1075521	1076562	My name is Peggy Hill.
1078465	1079146	Oh, kiddokey.
1080288	1081129	Any questions so far?
1083733	1084113	Dad?
1084594	1084914	What?
1085655	1090362	I just wanted to say you don't have to worry about me because I'm never gonna have sex.
1090409	1092351	Oh, Bobby, now don't say that.
1092992	1094514	I thought that's what you wanted.
1094835	1098119	Well, yes, if you were my daughter, but you're my son.
1099721	1103325	Why is it not okay for girls, but it's okay for boys?
1103906	1105869	It's called the double standard, Bobby.
1105929	1106570	Don't knock it.
1106650	1108833	We got the long end of the stick on that one.
1109533	1110034	I see.
1110074	1113919	That's why mom's bad for talking about sex.
1114422	1119571	Bobby, look, just because your mom's been using those words doesn't mean she's bad.
1120292	1121835	She's just trying to do her job.
1122476	1125902	Give the kids the proper names for things.
1125922	1136481	Imagine how hard that is for your mother, trying to teach a room full of snicker and fifth graders the difference between a boy and a girl's, uh, you know, hookups.
1138537	1141001	That woman's got a lot of guts, I'll tell you what.
1141541	1144866	That's Mrs. Peggy Hill.
1146088	1149273	H-I-L-L.
1150174	1153899	You can call me Mrs. Hill, you can call me Peggy, or Peggy Hill.
1157004	1158666	Okay, come on Peggy Hill, you can do this.
1161190	1163413	Okay, today's subject.
1166448	1167470	Just have a seat.
1168051	1170815	I'm sure your teacher can tell you everything you need to know.
1171917	1176324	She was a substitute teacher of the year 1996, I understand.
1176384	1181292	Alright class, let's do it.
1182234	1183877	Today I'm going to teach you sex ed.
1184558	1192050	It's difficult subject matter, but if we approach it with common sense, I believe we might learn something that could enrich our lives.
1192148	1195233	But before we begin, please bring your permission slips up to my desk.
1195834	1200561	And those of you whose parents did not give you permission to learn with me, well, you can read for an hour in the school library.
1200721	1202083	Sorry, Peggy.
1202103	1202444	Sorry, Peggy.
1202464	1202904	Sorry, Peggy.
1202925	1203465	Sorry, Peggy.
1203746	1204948	Sorry, Peggy.
1204968	1205308	Sorry, Peggy.
1205328	1205589	Sorry, Peggy.
1205609	1205869	Sorry, Peggy.
1205889	1206149	Sorry, Peggy.
1206169	1206430	Sorry, Peggy.
1206450	1206710	Sorry, Peggy.
1206730	1207011	Sorry, Peggy.
1207031	1207552	Sorry, Peggy.
1207572	1207872	Sorry, Peggy.
1207892	1208313	Sorry, Peggy.
1208333	1208633	Sorry, Peggy.
1208653	1209875	Sorry, Peggy.
1209895	1210156	Sorry, Peggy.
1210176	1212760	Sorry, Peggy.
1212780	1213040	Sorry, Peggy.
1213060	1213461	Sorry, Peggy.
1213501	1213921	Sorry, Peggy.
1213941	1214202	Sorry, Peggy.
1214262	1214582	Sorry, Peggy.
1214803	1215223	Sorry, Peggy.
1215243	1215584	Sorry, Peggy.
1215604	1215864	Sorry, Peggy.
1215884	1216145	Sorry, Peggy.
1216165	1216425	Sorry, Peggy.
1216445	1216846	Sorry, Peggy.
1216886	1217387	Sorry, Peggy.
1217407	1218448	Sorry, Peggy.
1218468	1218729	Sorry, Peggy.
1218749	1219009	Sorry, Peggy.
1219029	1219290	Sorry, Peggy.
1219310	1219590	Sorry, Peggy.
1222658	1223279	Hello?
1224400	1224900	Bobby?
1226101	1226702	Luanne?
1227683	1228504	Was anybody home?
1229645	1230446	Where is everybody?
1231106	1234029	Uh, I sent the kids off to see a double feature.
1235170	1240455	May I have this dance?
1243618	1246421	Smooth elbows, Peg.
1246441	1249424	I seem to recall you kind of like being dipped.
1249444	1250065	Oh, hi.
1250505	1251266	Watch your back.
1251606	1252547	Good as ever.
1254451	1258937	Are you okay?
1259617	1262281	Well, as long as we're down here.
1263763	1274356	Hello, you have reached the Hill residence.
1274376	1276138	Please leave a message at the toe.
1277350	1286305	You don't know who I am, but I know where you live, sex ed teacher, and you better cut it out if you know what's good for you.
1286346	1292456	Oh, and uh, hey, we changed that tee off time to three o'clock.
1292476	1292997	See ya.
